what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380456186742
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456189716
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456612397
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380456614897
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456626567
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1380456640764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1380456646066
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456646089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456654603
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1380456681424
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456681440
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456685563
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456707071
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380456709289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380457068297
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380457171000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380457177761
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380457195906
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380457222952
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1380457252673
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380457255768
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380457310253
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380457310800
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380457310963
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380457311132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380457311355
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380457311544
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380457311812
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380457412027
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380457421162
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380457421353
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380457421380
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380457427312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380457461083
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380457464581
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380457516679
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380457550347
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380457562155
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380457564968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380457630363
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380457700950
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380457750505
