what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252148668
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252438586
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252452305
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252454019
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252454995
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252487418
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252490250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252497362
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252551476
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252555441
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252556490
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252565367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252569347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252575909
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380252653379
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252655805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252674994
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380252685542
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380252686132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380252688663
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380252689458
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380252690485
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380252691004
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252696316
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252716703
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380252731076
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380252731726
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380252790882
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380252804589
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252808720
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252837023
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380252861057
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252863994
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252877856
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380252888898
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380252901731
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380252929649
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252933856
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252944564
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380252956843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380252959197
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253034530
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253046624
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253059797
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380253079254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253083661
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253094935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253106038
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253114070
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380253125662
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253128201
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380253132936
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380253141388
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380253174897
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380253207055
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380253285286
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380270502739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380270503592
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380270532407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380270548176
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380270998631
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380270998834
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380271007784
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1380271017276
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380271027017
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271069996
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271070342
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271073869
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_out",1380271076248
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271106308
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271121154
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271121394
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271176623
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271195369
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271197526
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271198970
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271235420
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271235723
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271240789
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271247551
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271247899
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271249627
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271262572
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271267437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271272075
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271276495
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380271285652
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380271289802
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380271565003
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271650444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271655395
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271673186
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271683779
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271712839
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271713119
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271713354
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271735987
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1380271744231
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271746542
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1380271757514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271761591
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271783499
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271785350
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271787054
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271788619
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271866113
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271866389
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1380271874947
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271886623
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1380271902977
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1380271908683
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271913989
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1380271918199
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271936371
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380271959643
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271962958
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1380271964858
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1380271984709
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380271995133
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1380272038171
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380272051953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380272069490
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380272069824
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380272078959
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380272101370
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1380272101690
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380272104710
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380272109387
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380272112988
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1380272116887
